num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
2,Internet,RoundTrip,87,26,4,Sun,DMKSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,36,22,10,Thu,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,42,17,13,Mon,DMKSYD,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,95,17,13,Sun,DMKSYD,Thailand,1,0,0,8.58,0
1,Internet,RoundTrip,72,26,12,Thu,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,115,21,4,Mon,DMKSYD,Australia,0,1,1,8.58,0
1,Internet,RoundTrip,15,19,14,Thu,DMKSYD,Thailand,0,0,0,8.58,0
1,Internet,OneWay,58,1,14,Wed,DMKSYD,Thailand,1,0,1,8.58,0
1,Mobile,RoundTrip,40,24,10,Fri,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,53,30,23,Thu,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,18,32,9,Wed,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,120,33,9,Sun,DMKSYD,Thailand,1,0,0,8.58,0
1,Internet,RoundTrip,25,34,10,Tue,DMKSYD,United Kingdom,0,0,0,8.58,0
1,Internet,RoundTrip,33,21,0,Thu,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,69,37,15,Sat,DMKSYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,103,21,15,Tue,DMKSYD,Thailand,0,0,0,8.58,0
1,Internet,RoundTrip,63,19,13,Wed,DMKSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,27,29,2,Wed,DMKSYD,Australia,0,1,0,8.58,0
1,Internet,RoundTrip,36,25,2,Sun,DMKSYD,China,1,0,0,8.58,0
1,Internet,RoundTrip,55,31,11,Tue,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,74,23,10,Thu,DMKSYD,Australia,1,1,0,8.58,0
3,Internet,RoundTrip,213,29,0,Sat,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,80,26,5,Fri,DMKSYD,Australia,0,1,0,8.58,0
1,Internet,RoundTrip,151,21,0,Mon,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,15,26,1,Wed,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,16,32,9,Wed,DMKSYD,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,46,23,9,Thu,DMKSYD,Thailand,1,0,1,8.58,0
1,Internet,RoundTrip,63,19,6,Fri,DMKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,38,22,4,Fri,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,62,60,13,Mon,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,64,19,0,Thu,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,58,59,3,Thu,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,109,17,9,Mon,DMKSYD,France,1,0,0,8.58,0
3,Internet,RoundTrip,103,21,16,Mon,DMKSYD,Thailand,1,1,1,8.58,0
1,Internet,RoundTrip,185,17,7,Mon,DMKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,10,22,7,Sat,DMKSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,3,19,9,Sun,DMKSYD,Thailand,1,1,0,8.58,0
2,Internet,RoundTrip,103,37,9,Tue,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,119,18,2,Tue,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,72,43,9,Mon,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,58,17,14,Sat,DMKSYD,Australia,0,0,1,8.58,0
1,Mobile,RoundTrip,14,27,7,Tue,DMKSYD,Thailand,1,0,0,8.58,0
2,Internet,RoundTrip,13,19,12,Thu,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,69,18,6,Mon,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,53,29,23,Thu,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,26,18,23,Mon,DMKSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,142,21,2,Sun,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,58,33,7,Mon,DMKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,48,31,10,Tue,DMKSYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,114,32,11,Wed,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,64,24,12,Tue,DMKSYD,Thailand,0,1,1,8.58,0
2,Internet,RoundTrip,227,21,7,Mon,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,38,42,11,Tue,DMKSYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,19,32,10,Sat,DMKSYD,Thailand,1,0,0,8.58,0
1,Internet,RoundTrip,45,25,2,Mon,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,38,51,10,Fri,DMKSYD,Ukraine,1,1,0,8.58,0
2,Internet,RoundTrip,137,20,6,Fri,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,146,28,4,Sat,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,21,22,1,Sun,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,56,19,23,Thu,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,144,17,8,Mon,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,OneWay,31,1,14,Tue,DMKSYD,United States,0,1,0,8.58,0
2,Internet,RoundTrip,116,17,14,Mon,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,3,21,10,Sun,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,130,30,16,Fri,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,13,23,2,Wed,DMKSYD,Australia,0,0,0,8.58,0
1,Mobile,RoundTrip,161,39,9,Wed,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,13,43,4,Tue,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,21,19,10,Fri,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,153,17,11,Thu,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,178,27,2,Wed,DMKSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,30,18,4,Thu,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,51,22,10,Thu,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,243,20,20,Sun,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,30,17,10,Fri,DMKSYD,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,70,29,7,Tue,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,21,28,7,Tue,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,16,22,10,Tue,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,25,27,12,Tue,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,132,28,10,Thu,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,40,50,8,Sat,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,27,29,12,Sun,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,115,30,4,Mon,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,38,20,13,Sat,DMKSYD,Greece,1,0,0,8.58,0
1,Mobile,RoundTrip,45,23,21,Sat,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,68,25,18,Wed,DMKSYD,United States,1,0,0,8.58,0
1,Internet,RoundTrip,1,18,0,Sun,DMKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,87,21,1,Tue,DMKSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,38,27,9,Thu,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,40,20,4,Mon,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,166,23,2,Sat,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,26,28,8,Thu,DMKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,222,27,10,Mon,DMKSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,28,43,7,Fri,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,127,25,9,Sat,DMKSYD,Cambodia,0,0,0,8.58,0
1,Internet,RoundTrip,82,21,6,Sun,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,67,27,3,Sat,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,82,18,10,Tue,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,127,38,11,Mon,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,16,44,21,Sat,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,22,30,10,Mon,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,47,18,2,Sat,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,60,17,12,Wed,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,19,38,11,Mon,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,90,21,4,Wed,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,52,30,10,Tue,DMKSYD,Thailand,1,0,0,8.58,0
1,Internet,RoundTrip,5,57,5,Fri,DMKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,154,18,11,Wed,DMKSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,117,18,7,Tue,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,69,18,14,Thu,DMKSYD,Australia,0,1,0,8.58,0
1,Internet,RoundTrip,52,18,11,Mon,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,131,30,9,Thu,DMKSYD,New Zealand,1,0,0,8.58,0
1,Internet,RoundTrip,96,42,6,Thu,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,46,30,13,Mon,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,40,36,2,Sat,DMKSYD,Australia,1,1,0,8.58,0
2,Internet,RoundTrip,84,23,10,Thu,DMKSYD,Australia,0,0,0,8.58,0
1,Mobile,RoundTrip,43,30,7,Mon,DMKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,183,21,1,Tue,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,71,28,19,Sat,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,37,18,22,Sat,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,57,28,9,Wed,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,6,17,5,Sun,DMKSYD,India,0,0,0,8.58,0
1,Internet,RoundTrip,28,58,12,Wed,DMKSYD,Australia,1,1,0,8.58,0
2,Internet,RoundTrip,236,32,9,Tue,DMKSYD,New Zealand,1,0,1,8.58,0
1,Internet,RoundTrip,58,59,4,Thu,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,14,60,7,Thu,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,170,26,5,Tue,DMKSYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,24,18,12,Mon,DMKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,12,24,13,Wed,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,66,28,13,Wed,DMKSYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,31,28,15,Thu,DMKSYD,Thailand,1,0,1,8.58,0
1,Internet,RoundTrip,96,25,18,Tue,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,OneWay,30,1,14,Wed,DMKSYD,Cambodia,0,1,0,8.58,0
1,Internet,RoundTrip,121,20,7,Fri,DMKSYD,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,187,18,22,Tue,DMKSYD,Chile,1,0,0,8.58,0
1,Internet,RoundTrip,50,23,7,Mon,DMKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,39,22,11,Tue,DMKSYD,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,152,29,10,Wed,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,103,33,1,Tue,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,119,27,7,Mon,DMKSYD,Australia,0,0,0,8.58,0
1,Mobile,RoundTrip,11,57,1,Wed,DMKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,45,20,8,Tue,DMKSYD,Australia,1,1,1,8.58,0
3,Internet,RoundTrip,44,18,10,Thu,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,24,35,12,Sun,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,3,1,0,Mon,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,169,30,6,Fri,DMKSYD,Thailand,1,0,1,8.58,0
1,Internet,RoundTrip,35,18,8,Fri,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,51,26,2,Mon,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,14,18,8,Thu,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,41,49,5,Wed,DMKSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,13,20,1,Wed,DMKSYD,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,33,20,11,Thu,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,37,56,4,Sun,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,3,45,0,Mon,DMKSYD,Australia,1,1,0,8.58,0
2,Internet,RoundTrip,45,17,7,Fri,DMKSYD,Australia,1,0,1,8.58,0
3,Internet,RoundTrip,54,24,5,Tue,DMKSYD,New Zealand,1,0,0,8.58,0
1,Mobile,RoundTrip,237,17,0,Sun,DMKSYD,Australia,0,1,0,8.58,0
1,Mobile,RoundTrip,128,21,14,Sun,DMKSYD,Taiwan,0,1,0,8.58,0
1,Internet,RoundTrip,34,28,0,Wed,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,76,19,7,Sun,DMKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,48,20,9,Tue,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,27,39,7,Fri,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,57,28,5,Sun,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,40,17,7,Mon,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,30,21,23,Thu,DMKSYD,Australia,0,0,0,8.58,0
1,Mobile,RoundTrip,10,18,10,Sun,DMKSYD,Cambodia,1,1,1,8.58,0
1,Internet,RoundTrip,96,59,6,Tue,DMKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,188,18,22,Wed,DMKSYD,Australia,0,0,1,8.58,0
3,Internet,RoundTrip,112,20,10,Sun,DMKSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,18,18,12,Wed,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,23,24,15,Sat,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,30,57,6,Thu,DMKSYD,Thailand,1,1,1,8.58,0
3,Internet,RoundTrip,25,28,23,Sat,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,222,21,3,Mon,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,46,28,23,Tue,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,7,32,12,Thu,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,30,36,15,Fri,DMKSYD,United Kingdom,1,0,0,8.58,0
1,Internet,RoundTrip,12,57,12,Wed,DMKSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,15,31,2,Sun,DMKTPE,Canada,1,0,0,4.67,0
3,Internet,RoundTrip,13,35,10,Fri,DMKTPE,Taiwan,1,0,0,4.67,0
1,Mobile,RoundTrip,17,49,12,Fri,DMKTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,135,18,18,Wed,DMKTPE,Taiwan,0,0,1,4.67,0
2,Mobile,RoundTrip,10,17,10,Wed,DMKTPE,Australia,1,0,0,4.67,0
1,Internet,RoundTrip,9,27,8,Thu,DMKTPE,Thailand,0,0,0,4.67,0
2,Mobile,RoundTrip,4,27,10,Mon,DPSHGH,China,1,1,1,5.07,0
1,Internet,RoundTrip,68,19,8,Mon,DPSHGH,United States,1,0,0,5.07,0
1,Mobile,RoundTrip,19,30,10,Fri,DPSHGH,China,1,1,1,5.07,0
1,Internet,RoundTrip,153,28,1,Wed,DPSHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,55,17,6,Wed,DPSHND,Japan,1,0,0,7.57,0
1,Internet,OneWay,6,59,13,Tue,DPSHND,Japan,1,0,1,7.57,0
1,Internet,RoundTrip,52,34,5,Fri,DPSHND,Indonesia,0,0,1,7.57,0
2,Internet,RoundTrip,99,50,16,Sat,DPSHND,Indonesia,1,0,1,7.57,0
1,Internet,RoundTrip,34,24,7,Tue,DPSHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,23,21,10,Sun,DPSHND,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,65,26,2,Tue,DPSHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,22,52,6,Sun,DPSHND,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,99,27,21,Mon,DPSHND,Indonesia,1,0,1,7.57,0
1,Internet,OneWay,21,21,18,Tue,DPSHND,France,1,0,0,7.57,0
2,Internet,RoundTrip,244,28,19,Sat,DPSHND,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,43,30,8,Wed,DPSHND,Timor-Leste,1,0,0,7.57,0
2,Internet,RoundTrip,225,59,4,Fri,DPSHND,Indonesia,1,0,0,7.57,0
1,Internet,RoundTrip,9,22,7,Wed,DPSHND,Japan,1,0,1,7.57,0
1,Internet,RoundTrip,108,28,9,Thu,DPSHND,Japan,1,0,1,7.57,0
1,Mobile,RoundTrip,103,21,2,Sat,DPSHND,Japan,1,0,1,7.57,0
1,Internet,RoundTrip,153,29,11,Tue,DPSHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,14,26,8,Thu,DPSHND,Japan,1,0,1,7.57,0
1,Internet,RoundTrip,9,31,11,Wed,DPSHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,48,29,3,Wed,DPSHND,Japan,1,0,1,7.57,0
1,Internet,RoundTrip,42,43,4,Sat,DPSHND,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,52,22,11,Sun,DPSHND,Austria,0,0,0,7.57,0
1,Mobile,RoundTrip,90,42,12,Wed,DPSHND,Japan,1,1,1,7.57,0
3,Internet,RoundTrip,47,21,4,Wed,DPSHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,8,30,6,Sun,DPSHND,Japan,0,0,1,7.57,0
1,Internet,RoundTrip,47,17,15,Sat,DPSHND,Indonesia,1,0,0,7.57,0
2,Internet,RoundTrip,122,35,15,Mon,DPSHND,Indonesia,1,0,0,7.57,0
1,Internet,RoundTrip,4,28,11,Thu,DPSHND,Indonesia,1,0,1,7.57,0
2,Internet,RoundTrip,165,58,2,Wed,DPSHND,Indonesia,1,1,0,7.57,0
2,Internet,RoundTrip,113,52,12,Sat,DPSHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,79,25,2,Fri,DPSHND,Japan,0,0,0,7.57,0
1,Mobile,RoundTrip,147,28,21,Thu,DPSHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,211,57,16,Fri,DPSHND,Japan,0,0,1,7.57,0
1,Internet,RoundTrip,94,21,7,Thu,DPSHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,1,21,5,Wed,DPSHND,Japan,0,0,0,7.57,0
1,Internet,OneWay,168,17,6,Mon,DPSHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,65,25,4,Sun,DPSHND,Japan,1,0,0,7.57,0
1,Mobile,RoundTrip,87,53,6,Thu,DPSHND,Indonesia,1,1,0,7.57,0
1,Internet,RoundTrip,29,20,1,Sun,DPSHND,Japan,0,0,1,7.57,0
1,Internet,RoundTrip,24,42,11,Fri,DPSHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,28,56,21,Tue,DPSHND,Japan,1,1,0,7.57,0
1,Internet,RoundTrip,78,62,13,Sun,DPSHND,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,57,30,2,Tue,DPSHND,Indonesia,0,0,0,7.57,0
1,Internet,RoundTrip,54,17,6,Fri,DPSHND,Hong Kong,1,1,0,7.57,0
2,Internet,RoundTrip,143,22,11,Fri,DPSHND,Japan,1,1,0,7.57,0
1,Internet,RoundTrip,40,25,12,Tue,DPSHND,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,160,24,8,Fri,DPSHND,Indonesia,0,0,0,7.57,0
1,Internet,RoundTrip,71,59,2,Sat,DPSHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,89,27,2,Wed,DPSHND,Australia,1,0,0,7.57,0
1,Internet,RoundTrip,48,19,5,Wed,DPSHND,Japan,0,0,0,7.57,0
1,Mobile,RoundTrip,110,59,12,Tue,DPSHND,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,24,33,21,Wed,DPSHND,Colombia,1,1,1,7.57,0
1,Internet,RoundTrip,23,28,15,Thu,DPSHND,Japan,1,1,1,7.57,0
3,Internet,RoundTrip,133,54,1,Wed,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,69,26,5,Tue,DPSICN,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,102,35,13,Fri,DPSICN,Indonesia,0,0,1,6.62,0
1,Internet,RoundTrip,47,29,3,Wed,DPSICN,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,223,19,2,Thu,DPSICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,146,28,13,Thu,DPSICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,60,21,11,Tue,DPSICN,South Korea,0,1,1,6.62,0
1,Internet,RoundTrip,44,19,0,Thu,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,139,30,19,Tue,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,147,27,3,Tue,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,49,18,14,Wed,DPSICN,Australia,1,0,0,6.62,0
1,Mobile,RoundTrip,175,22,12,Sun,DPSICN,South Korea,0,0,1,6.62,0
2,Internet,RoundTrip,199,21,15,Tue,DPSICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,11,20,5,Mon,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,28,18,6,Mon,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,218,48,21,Wed,DPSICN,South Korea,0,0,0,6.62,0
1,Mobile,RoundTrip,79,43,23,Sun,DPSICN,South Korea,0,1,0,6.62,0
1,Internet,RoundTrip,56,17,5,Sat,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,1,20,12,Fri,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,51,25,5,Sat,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,91,28,5,Mon,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,37,19,18,Wed,DPSICN,South Korea,0,0,1,6.62,0
2,Internet,RoundTrip,147,19,1,Fri,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,10,22,3,Sat,DPSICN,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,32,61,10,Sat,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,19,22,8,Thu,DPSICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,20,58,9,Mon,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,56,17,2,Sun,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,54,39,10,Sat,DPSICN,South Korea,0,0,1,6.62,0
2,Internet,RoundTrip,82,18,17,Tue,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,27,31,2,Tue,DPSICN,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,113,21,4,Mon,DPSICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,143,30,11,Tue,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,62,29,17,Tue,DPSICN,South Korea,1,0,0,6.62,0
1,Mobile,RoundTrip,192,35,15,Sat,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,OneWay,11,34,2,Sat,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,97,20,4,Mon,DPSICN,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,107,18,8,Tue,DPSICN,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,104,54,11,Fri,DPSICN,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,26,29,10,Tue,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,42,57,9,Tue,DPSICN,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,42,41,11,Tue,DPSICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,9,23,21,Sun,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,35,21,5,Wed,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,96,26,5,Sat,DPSICN,South Korea,1,0,1,6.62,0
2,Internet,RoundTrip,80,35,11,Mon,DPSICN,South Korea,1,1,0,6.62,0
1,Internet,RoundTrip,46,27,12,Thu,DPSICN,South Korea,1,1,0,6.62,0
3,Internet,RoundTrip,111,18,2,Tue,DPSICN,Russia,0,0,0,6.62,0
1,Internet,RoundTrip,27,28,6,Wed,DPSICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,33,31,11,Thu,DPSICN,South Korea,1,1,1,6.62,0
1,Internet,RoundTrip,19,59,8,Thu,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,120,28,8,Fri,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,35,22,11,Tue,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,10,30,1,Thu,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,97,29,13,Wed,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,32,17,13,Wed,DPSICN,United States,1,1,1,6.62,0
1,Internet,RoundTrip,43,18,14,Mon,DPSICN,South Korea,0,0,1,6.62,0
1,Mobile,RoundTrip,40,42,13,Sat,DPSICN,South Korea,0,0,1,6.62,0
2,Internet,RoundTrip,51,58,12,Fri,DPSICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,4,26,5,Tue,DPSICN,South Korea,1,0,1,6.62,0
